"Day_0" "Day_2" "Day_17"
"TRINITY_DN35705_c0_g1_i2" 3.52459 0.479354 0
"TRINITY_DN35714_c0_g1_i2" 0 0 0
"TRINITY_DN35714_c0_g1_i3" 0 0 1.32582
"TRINITY_DN35714_c0_g1_i4" 0 0 0
"TRINITY_DN35676_c0_g1_i1" 0 0.20783 0
"TRINITY_DN35833_c0_g1_i1" 1.71157 1.55124 0
"TRINITY_DN35867_c0_g1_i1" 0 0 0
"TRINITY_DN35784_c0_g1_i1" 0 0 0
"TRINITY_DN35811_c0_g1_i1" 0 0 0
"TRINITY_DN35824_c0_g1_i1" 0 0 0
"TRINITY_DN35874_c0_g1_i1" 0 0 0
"TRINITY_DN35859_c0_g1_i1" 0 0 0
"TRINITY_DN35795_c0_g1_i1" 0 0 0
"TRINITY_DN35787_c0_g1_i1" 0.395506 0.21779 2.265
"TRINITY_DN35775_c0_g1_i1" 0 0.0757308 0
"TRINITY_DN35800_c0_g1_i1" 0 0 0
"TRINITY_DN35783_c0_g1_i1" 0 0.17172 0
"TRINITY_DN35792_c0_g1_i1" 0 0 0
"TRINITY_DN35776_c0_g2_i1" 0 0 0
"TRINITY_DN35855_c0_g1_i2" 0.160746 0 0
"TRINITY_DN35855_c0_g1_i3" 0 0 0
"TRINITY_DN35869_c0_g1_i1" 0 0 0
"TRINITY_DN35818_c0_g1_i1" 0 0 0
"TRINITY_DN35847_c0_g1_i1" 5.32259 28.6984 0
"TRINITY_DN35848_c0_g1_i1" 3.18309 0.770334 0
"TRINITY_DN35820_c0_g1_i1" 0 0 0
"TRINITY_DN35778_c0_g1_i1" 0.0787832 0.257197 0
"TRINITY_DN35781_c0_g1_i1" 0.664669 1.0906 0
"TRINITY_DN35858_c0_g1_i1" 0 0 0
"TRINITY_DN35862_c0_g1_i1" 0.151575 0.495094 0
"TRINITY_DN35828_c0_g1_i1" 0.0466302 0.355435 0
"TRINITY_DN35868_c0_g1_i1" 2.67163 4.14275 0
"TRINITY_DN35826_c0_g1_i1" 0 0.20183 0
"TRINITY_DN35786_c0_g1_i1" 0 0 0
"TRINITY_DN35840_c0_g1_i1" 0 0.293542 0
"TRINITY_DN35799_c0_g1_i1" 0 0 0
"TRINITY_DN35865_c0_g1_i1" 3.25149 8.88129 0
"TRINITY_DN35810_c0_g1_i1" 1.14661 1.09175 0
"TRINITY_DN35841_c0_g1_i1" 1.41322 0 0
"TRINITY_DN35851_c0_g1_i1" 1.18296 4.66988 0
"TRINITY_DN35851_c0_g1_i2" 0 0 0
"TRINITY_DN35861_c0_g1_i1" 0 0 0
"TRINITY_DN35871_c0_g1_i1" 0.607548 1.71695 0.58424
"TRINITY_DN35838_c0_g1_i1" 0 0.0821272 0.171522
"TRINITY_DN35838_c0_g1_i2" 0 0 0
"TRINITY_DN35794_c0_g1_i1" 0 0.87182 0.0819604
"TRINITY_DN35794_c0_g1_i2" 0.193362 0.212578 0
"TRINITY_DN35864_c0_g1_i1" 0.122918 0.534682 0.0655766
"TRINITY_DN35849_c0_g1_i1" 0 0 0
"TRINITY_DN35802_c0_g1_i1" 0 0 0
"TRINITY_DN35873_c0_g1_i1" 0 0 0
"TRINITY_DN35846_c0_g1_i1" 0 0 0
"TRINITY_DN35854_c0_g1_i1" 0 0.307645 0
"TRINITY_DN35842_c0_g1_i1" 0 0.30479 0
"TRINITY_DN35812_c0_g1_i1" 0.0212896 2.61801 0
"TRINITY_DN35825_c0_g1_i1" 4.5775 23.5593 0
"TRINITY_DN35806_c0_g1_i1" 0 0 0.134439
"TRINITY_DN35853_c0_g1_i1" 0 0.196057 0
"TRINITY_DN35790_c0_g1_i1" 1.08161 0.731874 0
"TRINITY_DN35790_c0_g1_i3" 0 0 0
"TRINITY_DN35798_c0_g1_i1" 0 0 0
"TRINITY_DN35837_c0_g1_i1" 0.25206 0.365741 0.0943464
"TRINITY_DN35780_c0_g1_i1" 0 0 0
"TRINITY_DN35816_c0_g1_i1" 0 0 0
"TRINITY_DN35796_c0_g1_i1" 0 0 0
"TRINITY_DN35796_c0_g1_i2" 0 0 0
"TRINITY_DN35791_c0_g1_i1" 0 0 0
"TRINITY_DN35845_c0_g1_i1" 0 0 0
"TRINITY_DN35836_c0_g1_i1" 0.0944929 0 0
"TRINITY_DN35872_c0_g1_i1" 0.0756681 0 0
"TRINITY_DN35830_c0_g1_i1" 0 0.0134209 0
"TRINITY_DN35807_c0_g1_i1" 10.7226 7.67326 0.0138747
"TRINITY_DN35785_c0_g1_i1" 0 0.139191 22.3305
"TRINITY_DN35850_c0_g1_i1" 0 0 0.0916073
"TRINITY_DN35801_c0_g1_i1" 0.0879191 0.0956819 0.049091
"TRINITY_DN35823_c0_g1_i1" 0.81851 0 0
"TRINITY_DN35835_c1_g1_i1" 0 0 0
"TRINITY_DN35866_c0_g1_i1" 0 0 0.460518
"TRINITY_DN35815_c0_g1_i1" 0 0 0
"TRINITY_DN35782_c0_g1_i1" 5.21179 2.94028 0
"TRINITY_DN35863_c0_g1_i1" 0 0 0
"TRINITY_DN35844_c0_g1_i1" 0 0 0
"TRINITY_DN35856_c0_g1_i1" 0 0.25706 0.0236052
"TRINITY_DN35788_c0_g1_i1" 0 0 0
"TRINITY_DN35834_c0_g1_i1" 2.79701 2.04707 0
"TRINITY_DN35779_c0_g1_i1" 0 1.24103 0
"TRINITY_DN35805_c0_g1_i1" 0 0 0
"TRINITY_DN35793_c0_g1_i1" 0 0 0
"TRINITY_DN35860_c0_g1_i1" 0 0 0
"TRINITY_DN10261_c0_g1_i1" 2.96848 3.80348 0
"TRINITY_DN10261_c0_g1_i2" 37.6115 26.5892 0
"TRINITY_DN10227_c0_g1_i1" 2.50876 3.78384 0
"TRINITY_DN10237_c0_g2_i1" 0.233349 2.26413 20.7349
"TRINITY_DN10237_c0_g2_i2" 0 0 0
"TRINITY_DN10237_c0_g2_i4" 0 0.574252 0
"TRINITY_DN10237_c0_g1_i2" 0 0 1.54788
"TRINITY_DN10237_c0_g3_i1" 0.501893 0.332786 0
"TRINITY_DN10240_c0_g1_i1" 0 0 0
"TRINITY_DN10240_c0_g1_i2" 0 0.264102 1.96854
"TRINITY_DN10240_c0_g1_i3" 0 0 0
"TRINITY_DN10205_c0_g1_i1" 0 0 0
"TRINITY_DN10205_c0_g1_i2" 0 0 0
"TRINITY_DN10205_c1_g1_i1" 0 0 0
"TRINITY_DN10203_c0_g1_i1" 0 0 0
"TRINITY_DN10252_c0_g1_i1" 3.46337 6.29046 4.44457
"TRINITY_DN10224_c0_g1_i1" 0.433025 1.25746 0
"TRINITY_DN10224_c0_g1_i2" 0 0 0
"TRINITY_DN10273_c2_g1_i1" 2.26955 3.2224 0
"TRINITY_DN10273_c2_g1_i2" 0 0 0.253985
"TRINITY_DN10273_c2_g2_i1" 0 0.221857 0
"TRINITY_DN10282_c2_g2_i1" 0 0 0
"TRINITY_DN10282_c0_g1_i1" 9.80037 19.9602 8.54608
"TRINITY_DN10282_c1_g1_i1" 0.610919 2.7263 0
"TRINITY_DN10282_c2_g1_i1" 8.31189 9.7219 0
"TRINITY_DN10266_c0_g1_i1" 1.25562 3.88751 0
"TRINITY_DN10259_c0_g1_i1" 0 0 0.0855654
"TRINITY_DN10259_c0_g1_i2" 0 0 0
"TRINITY_DN10268_c1_g1_i1" 0.626079 0 0
"TRINITY_DN10268_c1_g1_i2" 4.60571 10.7048 244.868
"TRINITY_DN10268_c1_g1_i3" 0 0 0
"TRINITY_DN10268_c1_g1_i4" 0.365474 2.93957 58.0952
"TRINITY_DN10268_c0_g3_i1" 0 0 0
"TRINITY_DN10268_c0_g3_i2" 15.9305 25.9336 600.631
"TRINITY_DN10268_c3_g1_i1" 0 0.831497 0
"TRINITY_DN10268_c3_g1_i2" 0 0 0
"TRINITY_DN10268_c0_g2_i1" 1.14146 3.82378 5.22063
"TRINITY_DN10268_c2_g2_i1" 0 0.968723 1.1469
"TRINITY_DN10268_c4_g1_i1" 0.929747 5.13677 0
"TRINITY_DN10268_c2_g1_i1" 4.92103 4.98888 14.8566
"TRINITY_DN10268_c0_g1_i1" 0 0 0
"TRINITY_DN10289_c0_g1_i1" 0 1.36859 0.107654
"TRINITY_DN10289_c0_g1_i2" 0 0.338841 0
"TRINITY_DN10289_c0_g1_i3" 0 1.83704 0
"TRINITY_DN10229_c0_g1_i1" 0 0 0
"TRINITY_DN10204_c0_g1_i2" 0 0 0
"TRINITY_DN10204_c0_g1_i4" 0 0 0
"TRINITY_DN10204_c0_g1_i5" 0 0 0
"TRINITY_DN10204_c0_g1_i6" 0 0 0
"TRINITY_DN10204_c0_g1_i7" 0 0 0
"TRINITY_DN10204_c0_g2_i1" 0 0 0
"TRINITY_DN10204_c0_g2_i3" 0.161606 0.171822 0
"TRINITY_DN10204_c8_g1_i1" 0 0 0
"TRINITY_DN10204_c1_g1_i1" 0.674325 0 3.67476
"TRINITY_DN10204_c2_g1_i1" 2255.28 1225.48 3.74702
"TRINITY_DN10243_c0_g1_i1" 0 0 0
"TRINITY_DN10239_c0_g1_i1" 0 0 0
"TRINITY_DN10236_c0_g1_i1" 0 0.463169 0
"TRINITY_DN10236_c0_g1_i2" 0 0 0
"TRINITY_DN10236_c0_g1_i4" 1.10899 0.327226 0
"TRINITY_DN10236_c0_g1_i5" 0 0 0
"TRINITY_DN10201_c0_g2_i2" 0 0.161255 0.273819
"TRINITY_DN10201_c0_g2_i4" 0 0 0
"TRINITY_DN10201_c0_g2_i5" 0 0 0
"TRINITY_DN10201_c0_g2_i7" 0 0 0
"TRINITY_DN10201_c0_g2_i8" 0 0 0
"TRINITY_DN10201_c0_g1_i13" 0 0.237461 0
"TRINITY_DN10201_c0_g1_i17" 0 0 0
"TRINITY_DN10201_c0_g1_i20" 0 0 0
"TRINITY_DN10201_c0_g1_i21" 0 0.201366 0
"TRINITY_DN10201_c0_g1_i23" 0 0 0
"TRINITY_DN10201_c0_g1_i30" 0 2.23371e-05 0
"TRINITY_DN10201_c0_g1_i31" 0 0.156571 0
"TRINITY_DN10201_c0_g1_i34" 0 0 0
"TRINITY_DN10201_c0_g1_i7" 0 0 0
"TRINITY_DN10215_c1_g1_i3" 0 0 0
"TRINITY_DN10215_c0_g1_i10" 0 0 0
"TRINITY_DN10215_c0_g1_i11" 0 0 1.42445
"TRINITY_DN10215_c0_g1_i13" 0 0.122925 0.710751
"TRINITY_DN10215_c0_g1_i14" 0 0 0
"TRINITY_DN10215_c0_g1_i16" 0 0 0
"TRINITY_DN10215_c0_g1_i3" 0 0 0
"TRINITY_DN10215_c0_g1_i5" 0 0 0
"TRINITY_DN10215_c0_g1_i9" 0 0 0
"TRINITY_DN10287_c0_g1_i1" 0 0 0
"TRINITY_DN10287_c0_g1_i2" 0 0 0
"TRINITY_DN10287_c0_g1_i3" 0 0 0
"TRINITY_DN10287_c0_g1_i4" 0 0 0
"TRINITY_DN10287_c0_g1_i5" 0 0 0
"TRINITY_DN10287_c0_g1_i8" 0 0 0
"TRINITY_DN10287_c0_g1_i9" 0 0 0
"TRINITY_DN10287_c0_g2_i1" 0 0 0
"TRINITY_DN10299_c0_g1_i1" 0 0 0
"TRINITY_DN10299_c0_g1_i2" 1.26175 5.98692 0
"TRINITY_DN10299_c0_g1_i4" 0 0 2.31156
"TRINITY_DN10264_c0_g1_i1" 0 5.53951 0.070595
"TRINITY_DN10216_c0_g1_i1" 2.43187 7.1869 0
"TRINITY_DN10257_c3_g1_i1" 0 0 0
"TRINITY_DN10257_c1_g1_i2" 0 0 0
"TRINITY_DN10257_c0_g1_i1" 38.7604 61.4439 0.0641081
"TRINITY_DN10286_c0_g1_i1" 4.03127 5.78247 0.0369789
"TRINITY_DN10286_c0_g2_i1" 5.54695 13.9943 0
"TRINITY_DN10260_c2_g1_i1" 0 0 0
"TRINITY_DN10260_c1_g2_i1" 1.39899 0.609581 0
"TRINITY_DN10260_c1_g1_i1" 1.54862 5.10975 33.5327
"TRINITY_DN10260_c0_g1_i1" 0 0 1.62829
"TRINITY_DN10260_c0_g1_i10" 0 0 0.247831
"TRINITY_DN10260_c0_g1_i11" 0 0 1.05362
"TRINITY_DN10260_c0_g1_i12" 0 0.713887 0.788643
"TRINITY_DN10260_c0_g1_i2" 0 0 0
"TRINITY_DN10260_c0_g1_i3" 0 0 0
"TRINITY_DN10260_c0_g1_i5" 0 0 0
"TRINITY_DN10260_c0_g1_i8" 0.348673 1.11204 0
"TRINITY_DN10260_c0_g1_i9" 0 0.224659 0
"TRINITY_DN10251_c0_g1_i1" 0.125954 0 0
"TRINITY_DN10251_c0_g1_i2" 0 0.40651 0
"TRINITY_DN10251_c0_g1_i3" 0 0.320063 0
"TRINITY_DN10207_c0_g1_i1" 0 0 0
"TRINITY_DN10298_c0_g2_i1" 0 0 7.10613
"TRINITY_DN10298_c0_g2_i4" 0 0 2.14837
"TRINITY_DN10298_c0_g1_i1" 0 0 13.8598
"TRINITY_DN10298_c0_g1_i2" 0 0.621228 0
"TRINITY_DN10298_c0_g1_i3" 0 0 0.94537
"TRINITY_DN10281_c0_g1_i1" 0 0 0
"TRINITY_DN10281_c0_g1_i2" 5.38744 5.42263 0
"TRINITY_DN10272_c0_g1_i1" 0 0.100009 0
"TRINITY_DN10272_c0_g1_i10" 0 0.267076 0
"TRINITY_DN10272_c0_g1_i14" 0 0 0
"TRINITY_DN10272_c0_g1_i17" 0 0 0
"TRINITY_DN10272_c0_g1_i19" 0 0 0
"TRINITY_DN10272_c0_g1_i20" 0 0 0
"TRINITY_DN10272_c0_g1_i8" 0 0 0
"TRINITY_DN10272_c0_g1_i9" 0 0 0
"TRINITY_DN10217_c0_g1_i1" 0 0 0
"TRINITY_DN10217_c0_g1_i2" 0 0 0
"TRINITY_DN10217_c0_g2_i1" 0.50843 0 0
"TRINITY_DN10214_c0_g1_i1" 4.90137 3.61689 0
"TRINITY_DN10214_c0_g1_i2" 0 0 0
"TRINITY_DN10293_c0_g2_i1" 0 0 0
"TRINITY_DN10293_c0_g1_i1" 0 0 0
"TRINITY_DN10267_c1_g1_i1" 0.537416 0.392114 0
"TRINITY_DN10267_c0_g1_i1" 2.56885 0.637822 0
"TRINITY_DN10267_c0_g2_i1" 7.94073 6.38436 1.39779
"TRINITY_DN10267_c1_g2_i1" 9.85275 11.416 0
"TRINITY_DN10235_c0_g1_i1" 0 0.279015 0
"TRINITY_DN10235_c0_g1_i2" 0 0 0
"TRINITY_DN10235_c0_g2_i1" 0 0 0
"TRINITY_DN10300_c0_g1_i1" 0 0 0
"TRINITY_DN10300_c0_g1_i2" 1.03763 1.06724 0
"TRINITY_DN10238_c0_g1_i1" 0.714771 0.388576 0
"TRINITY_DN10265_c0_g1_i1" 0 0 0
"TRINITY_DN10265_c0_g1_i2" 0 0 0
"TRINITY_DN10249_c0_g1_i1" 0 0 1.04048
"TRINITY_DN10249_c0_g1_i3" 22.2477 27.956 0.0385835
"TRINITY_DN10284_c0_g1_i1" 0 0.147711 0
"TRINITY_DN10284_c0_g1_i2" 0 0 0
"TRINITY_DN10284_c0_g1_i3" 0 0 0
"TRINITY_DN10263_c0_g1_i1" 0 0 0
"TRINITY_DN10263_c0_g1_i2" 0 0 0
"TRINITY_DN10263_c0_g1_i3" 0 0 0
"TRINITY_DN10263_c0_g3_i1" 0 0 0
"TRINITY_DN10263_c0_g5_i1" 0 0 0
"TRINITY_DN10263_c0_g4_i1" 0 0 0
"TRINITY_DN10263_c0_g2_i1" 0 0 0
"TRINITY_DN10219_c1_g1_i1" 0 0 0
"TRINITY_DN10219_c0_g1_i1" 0 0 0
"TRINITY_DN10219_c0_g1_i2" 0 0 0
"TRINITY_DN10219_c0_g1_i3" 0 0 0
"TRINITY_DN10219_c0_g1_i4" 0.871683 0 3.26688
"TRINITY_DN10219_c0_g1_i5" 0 1.1724 0
"TRINITY_DN10219_c0_g1_i6" 0 0 0
"TRINITY_DN10219_c2_g1_i1" 0 0 0
"TRINITY_DN10245_c0_g1_i1" 0 0 0
"TRINITY_DN10242_c0_g1_i1" 0.227402 3.27946 0
"TRINITY_DN10279_c0_g2_i1" 0 0 0
"TRINITY_DN10279_c9_g1_i1" 0.902333 0.335555 72.6164
"TRINITY_DN10279_c0_g4_i1" 0 0 0
"TRINITY_DN10279_c1_g1_i1" 0 0 2.68151
"TRINITY_DN10279_c0_g1_i1" 0 0 0
"TRINITY_DN10279_c0_g1_i2" 0 0 0
"TRINITY_DN10279_c0_g3_i1" 0.679822 0 0
"TRINITY_DN10279_c6_g1_i1" 0 0 0
"TRINITY_DN10248_c0_g1_i1" 0 0 0
"TRINITY_DN10280_c0_g2_i2" 0 0.098539 0
"TRINITY_DN10280_c0_g2_i3" 0 0 0
"TRINITY_DN10280_c0_g1_i1" 0 0 0
"TRINITY_DN10280_c0_g1_i2" 0 0 0
"TRINITY_DN10280_c0_g1_i3" 0 0.128526 0
"TRINITY_DN10213_c0_g1_i1" 0 0 0
"TRINITY_DN10213_c0_g1_i2" 0 0 0
"TRINITY_DN10213_c0_g1_i4" 0 0 0
"TRINITY_DN10213_c0_g1_i6" 0 0 0
"TRINITY_DN10212_c0_g1_i1" 0 0 0
"TRINITY_DN10212_c0_g1_i2" 0 0 0
"TRINITY_DN10234_c1_g1_i1" 0 0 0
"TRINITY_DN10234_c0_g1_i1" 0.0776164 0 0
"TRINITY_DN10234_c0_g1_i10" 0 0 0
"TRINITY_DN10234_c0_g1_i2" 0 0 0
"TRINITY_DN10234_c0_g1_i3" 0 0 0
"TRINITY_DN10234_c0_g1_i4" 0.0776164 0 0
"TRINITY_DN10234_c0_g1_i5" 0 0 0
"TRINITY_DN10250_c0_g1_i1" 0 0 0
"TRINITY_DN10250_c0_g1_i2" 0.0780047 1.1882 0
"TRINITY_DN10262_c0_g2_i1" 16.107 19.1069 0
"TRINITY_DN10262_c1_g2_i1" 0 0.17526 0
"TRINITY_DN10262_c1_g2_i2" 0 0 0
"TRINITY_DN10262_c1_g2_i3" 0 1.07492 0
"TRINITY_DN10262_c5_g1_i1" 0.587482 0 0.139014
"TRINITY_DN10262_c1_g1_i1" 0.562333 2.49426 3.33842
"TRINITY_DN10262_c0_g1_i1" 0.332314 0.751954 0
"TRINITY_DN10262_c2_g1_i1" 0.549373 2.74466 0.828393
"TRINITY_DN10211_c0_g1_i1" 1.99083 1.64011 0
"TRINITY_DN10211_c0_g1_i10" 0 0 0
"TRINITY_DN10211_c0_g1_i13" 0 0 0
"TRINITY_DN10211_c0_g1_i14" 0 0.43558 0
"TRINITY_DN10211_c0_g1_i16" 0 0 0
"TRINITY_DN10211_c0_g1_i17" 0 0 0
"TRINITY_DN10211_c0_g1_i19" 0 0 0
"TRINITY_DN10211_c0_g1_i20" 0 0.598885 0
"TRINITY_DN10211_c0_g1_i21" 0 0 0
"TRINITY_DN10211_c0_g1_i4" 0 0 0
"TRINITY_DN10211_c0_g1_i5" 0 0 0
"TRINITY_DN10211_c0_g1_i7" 0 0 0
"TRINITY_DN10211_c0_g1_i8" 0 0 0
"TRINITY_DN10211_c0_g1_i9" 0 1.22581e-08 0
"TRINITY_DN10211_c0_g2_i1" 0 0.137493 0
"TRINITY_DN10211_c0_g2_i2" 0 0.0028319 0
"TRINITY_DN10211_c1_g1_i1" 0 0 0
"TRINITY_DN10226_c0_g1_i1" 1.89607 0.900913 0
"TRINITY_DN10292_c0_g1_i1" 4.7877 4.28079 0.293528
"TRINITY_DN10292_c0_g1_i2" 43.5014 28.6474 3.83735
"TRINITY_DN10292_c0_g1_i3" 1.4338 2.58495 6.66053
"TRINITY_DN10292_c0_g1_i5" 0.281863 0.574654 0
"TRINITY_DN10292_c0_g1_i6" 1.54798 1.29691 2.05726
"TRINITY_DN10292_c0_g2_i1" 1.41801 0.611612 0
"TRINITY_DN10292_c2_g1_i1" 0.29201 2.26241 0
"TRINITY_DN10292_c4_g1_i1" 0.272837 0 0
"TRINITY_DN10277_c0_g1_i1" 0 0 0
"TRINITY_DN10270_c0_g2_i1" 24.9015 34.3484 0.35771
"TRINITY_DN10270_c0_g1_i1" 131.418 99.9669 0.0459261
"TRINITY_DN10270_c0_g1_i3" 7.58178 11.2815 0.0459261
"TRINITY_DN10208_c0_g2_i1" 10.5022 14.2506 0
"TRINITY_DN10208_c0_g2_i2" 7.52908 31.6173 0.032369
"TRINITY_DN10208_c0_g3_i1" 15.3428 71.7562 0
"TRINITY_DN10208_c0_g3_i2" 0.216651 0 0
"TRINITY_DN10208_c0_g3_i3" 1.35577 1.80666 0
"TRINITY_DN10208_c0_g1_i1" 1.20628 1.74964 0
"TRINITY_DN10208_c0_g1_i2" 0.9689 61.2845 0
"TRINITY_DN10222_c0_g2_i1" 3.91011 8.38887 0
"TRINITY_DN10222_c0_g1_i1" 5.02659 2.9187 2.70519
"TRINITY_DN10222_c0_g1_i2" 0 0 0
"TRINITY_DN10222_c0_g1_i3" 0 0 0
"TRINITY_DN10222_c0_g1_i4" 0 0 0
"TRINITY_DN10222_c0_g1_i5" 0 0 0
"TRINITY_DN10222_c0_g1_i6" 0 0 0
"TRINITY_DN10222_c0_g1_i7" 5.02659 2.9187 2.70519
"TRINITY_DN10275_c1_g1_i1" 0 0.384535 6.84928
"TRINITY_DN10275_c0_g2_i1" 0 0 0
"TRINITY_DN10275_c0_g2_i2" 0 0 0
"TRINITY_DN10275_c0_g2_i3" 0 0 0
"TRINITY_DN10275_c0_g2_i5" 0 0 0
"TRINITY_DN10275_c0_g2_i6" 0 0 0
"TRINITY_DN10275_c0_g2_i7" 0 0 0
"TRINITY_DN10275_c0_g2_i8" 0 0 0
"TRINITY_DN10275_c1_g2_i1" 0 0 0
"TRINITY_DN10275_c0_g1_i1" 0 0 0
"TRINITY_DN10247_c0_g1_i1" 0 0 0
"TRINITY_DN10247_c0_g1_i2" 0 0 0
"TRINITY_DN10247_c0_g1_i3" 0 0 0
"TRINITY_DN10271_c0_g1_i1" 0.340803 0.68372 0
"TRINITY_DN10271_c0_g1_i2" 0.394393 0 0
"TRINITY_DN10220_c1_g1_i1" 0 0 0
"TRINITY_DN10220_c1_g1_i4" 0 0 0
"TRINITY_DN10220_c1_g1_i5" 0 0 0
"TRINITY_DN10254_c0_g1_i3" 0 0.0342909 0
"TRINITY_DN10254_c0_g1_i5" 0 0 0
"TRINITY_DN10254_c0_g1_i6" 0 0 0
"TRINITY_DN10254_c0_g1_i7" 0 0 0
"TRINITY_DN10254_c0_g1_i8" 0 0.618745 0
"TRINITY_DN10296_c0_g1_i1" 0 0 0
"TRINITY_DN10244_c0_g3_i1" 0.975039 0.539227 0
"TRINITY_DN10244_c1_g2_i1" 0.360821 0 0
"TRINITY_DN10244_c0_g1_i1" 3.60828 0 0
"TRINITY_DN10244_c0_g1_i2" 0.329375 0 0
"TRINITY_DN10244_c0_g1_i3" 3.9373 3.81367 0
"TRINITY_DN10244_c0_g1_i4" 2.28979 1.80957 0.0965393
"TRINITY_DN10244_c0_g1_i5" 0.157991 0.337823 0
"TRINITY_DN10244_c0_g1_i6" 0 9.84563e-09 0
"TRINITY_DN10244_c0_g1_i7" 0.657032 0.665104 0
"TRINITY_DN10244_c0_g2_i1" 77.219 58.4513 0
"TRINITY_DN10244_c0_g2_i2" 0 0.871191 0
"TRINITY_DN10244_c0_g4_i1" 0.151769 2.33997 0
"TRINITY_DN10244_c1_g1_i1" 0.320633 0 0
"TRINITY_DN10278_c0_g1_i1" 0 0.065657 0
"TRINITY_DN10278_c0_g1_i2" 0.488528 0 0
"TRINITY_DN10278_c0_g1_i3" 0.485466 0.167195 0.0153155
"TRINITY_DN10269_c0_g2_i1" 2.38959 2.0548 0
"TRINITY_DN10269_c0_g1_i1" 0 0 0
"TRINITY_DN10269_c0_g3_i1" 0 0 0
"TRINITY_DN10276_c0_g1_i1" 0 0 0
"TRINITY_DN10276_c0_g1_i2" 0 0 0
"TRINITY_DN10276_c0_g1_i3" 0 0 0
"TRINITY_DN10221_c0_g1_i1" 0 0 0
"TRINITY_DN10221_c0_g1_i2" 0.0201681 0 0
"TRINITY_DN10221_c0_g1_i4" 0 0 0
"TRINITY_DN10221_c0_g2_i1" 0.825004 1.78338 0
"TRINITY_DN10221_c0_g2_i2" 0 0 0
"TRINITY_DN10221_c0_g2_i3" 0.103831 0.0504199 0
"TRINITY_DN10221_c0_g2_i4" 0 0 0
"TRINITY_DN10221_c0_g2_i5" 0.103831 0.0504199 0
"TRINITY_DN10221_c0_g2_i6" 0 0.0878491 0
"TRINITY_DN10283_c0_g1_i2" 0 0.18015 0.17109
"TRINITY_DN10283_c0_g1_i3" 0 0 0
"TRINITY_DN10283_c0_g1_i4" 0 0 0
"TRINITY_DN10283_c0_g1_i5" 0 0.162511 0
"TRINITY_DN10283_c0_g1_i6" 0 0.0888431 0
"TRINITY_DN10283_c0_g1_i8" 0 0 0
"TRINITY_DN10225_c0_g1_i1" 23.8775 32.6982 0
"TRINITY_DN10225_c0_g1_i2" 46.462 46.6787 0
"TRINITY_DN10223_c0_g1_i1" 0 0 0
"TRINITY_DN10274_c0_g1_i1" 0 0.200854 0
"TRINITY_DN10274_c0_g1_i2" 0.271007 1.17329 0
"TRINITY_DN10256_c0_g1_i1" 0.144639 0.472229 0
"TRINITY_DN10246_c0_g1_i1" 0 0.138064 1.011
"TRINITY_DN10246_c0_g1_i3" 0 0 0
"TRINITY_DN10246_c0_g1_i5" 0 0 0
"TRINITY_DN10258_c0_g1_i1" 0 0 0
"TRINITY_DN10290_c0_g1_i1" 0 0.795636 1.23755
"TRINITY_DN10295_c1_g1_i2" 0 0.00473373 0
"TRINITY_DN10295_c1_g1_i3" 1.66122 7.28497 0
"TRINITY_DN10295_c1_g1_i4" 0 0.0446364 0
"TRINITY_DN10295_c1_g1_i5" 0 0 0
"TRINITY_DN10295_c1_g1_i6" 0.646429 0.370233 0
"TRINITY_DN10295_c1_g1_i7" 0 0 0
"TRINITY_DN10295_c1_g1_i8" 0 0.209175 0
"TRINITY_DN10295_c2_g1_i1" 0.153047 3.16642 0.078954
"TRINITY_DN10295_c1_g2_i1" 7.85471 5.01805 1.30497
"TRINITY_DN10295_c3_g1_i1" 0 0 0
"TRINITY_DN10232_c0_g1_i1" 2.24873 3.59314 3.26408
"TRINITY_DN10206_c0_g1_i1" 0.470242 0 0
"TRINITY_DN10206_c0_g1_i2" 0 0.575008 0.0960785
"TRINITY_DN10288_c2_g1_i2" 0 1.6913 7.7111
"TRINITY_DN10288_c2_g1_i3" 0 0 0
"TRINITY_DN10288_c2_g1_i6" 0 0 0
"TRINITY_DN10288_c2_g1_i8" 0 0 0
"TRINITY_DN10288_c3_g1_i1" 0 0 0
"TRINITY_DN26744_c0_g1_i1" 0 0 0
"TRINITY_DN26705_c0_g1_i1" 0.484683 0.113076 0
"TRINITY_DN26690_c0_g1_i1" 2.19872 3.06072 0
"TRINITY_DN26740_c0_g1_i1" 0.242196 0 0.117189
"TRINITY_DN26749_c0_g1_i1" 0 0 0
"TRINITY_DN26731_c0_g1_i1" 0 0 0
"TRINITY_DN26688_c0_g1_i1" 0 0 0
"TRINITY_DN26718_c0_g1_i1" 1.09294 0.495665 0
"TRINITY_DN26679_c0_g1_i1" 0 0 0
"TRINITY_DN26679_c0_g1_i2" 0 0.100629 0
"TRINITY_DN26707_c0_g1_i1" 0 0 0
"TRINITY_DN26748_c1_g1_i1" 196.587 286.607 0.132502
"TRINITY_DN26701_c0_g1_i1" 0.0488359 0.39863 0
"TRINITY_DN26753_c0_g1_i1" 0 0 0
"TRINITY_DN26736_c0_g1_i1" 0 0 0
"TRINITY_DN26750_c0_g1_i1" 1.51323 7.58061 0
"TRINITY_DN26681_c0_g1_i1" 11.8678 8.46476 0
"TRINITY_DN26759_c0_g1_i1" 0 0 0
"TRINITY_DN26696_c0_g1_i1" 0 0 0
